import time: self [us] | cumulative | imported package
import time:       379 |        379 |     huggingface_hub._upload_large_folder
import time:      1337 |       1337 |     huggingface_hub.community
import time:       691 |        691 |     huggingface_hub.repocard_data
import time:       123 |        123 |     huggingface_hub.utils.endpoint_helpers
import time:       178 |        178 |     accelerate.commands.utils
import time:       110 |        110 |         transformers.dependency_versions_table
import time:       801 |        801 |                     regex._regex
import time:      2159 |       2959 |                   regex._regex_core
import time:        24 |         24 |                   regex.DEFAULT_VERSION
import time:       303 |       3286 |                 regex._main
import time:       146 |       3431 |               regex
import time:       215 |        215 |               transformers.utils.doc
import time:       510 |        510 |                 transformers.utils.logging
import time:     20500 |      20500 |                 transformers.utils.import_utils
import time:       113 |        113 |                   torch.distributed.tensor
import time:       351 |        464 |                 transformers.model_debugging_utils
import time:       291 |      21763 |               transformers.utils.generic
import time:       266 |      25674 |             transformers.utils.auto_docstring
import time:       176 |      25850 |           transformers.utils
import time:         6 |      25855 |         transformers.utils.versions
import time:       156 |      26121 |       transformers.dependency_versions_check
import time:       261 |      26381 |     transformers
import time:      7838 |      43559 |   accelerate.commands.estimate
import time:       120 |    1104259 | accelerate.commands.accelerate_cli
Traceback (most recent call last):
  File "/home/hpc4090/miraj/AKS/AKS/llava/bin/accelerate", line 3, in <module>
    from accelerate.commands.accelerate_cli import main
  File "/home/hpc4090/miraj/AKS/AKS/llava/lib/python3.9/site-packages/accelerate/commands/accelerate_cli.py", line 19, in <module>
    from accelerate.commands.estimate import estimate_command_parser
  File "/home/hpc4090/miraj/AKS/AKS/llava/lib/python3.9/site-packages/accelerate/commands/estimate.py", line 31, in <module>
    import transformers
  File "/home/hpc4090/miraj/AKS/AKS/llava/lib/python3.9/site-packages/transformers/__init__.py", line 27, in <module>
    from . import dependency_versions_check
  File "/home/hpc4090/miraj/AKS/AKS/llava/lib/python3.9/site-packages/transformers/dependency_versions_check.py", line 16, in <module>
    from .utils.versions import require_version, require_version_core
  File "/home/hpc4090/miraj/AKS/AKS/llava/lib/python3.9/site-packages/transformers/utils/__init__.py", line 24, in <module>
    from .auto_docstring import (
  File "/home/hpc4090/miraj/AKS/AKS/llava/lib/python3.9/site-packages/transformers/utils/auto_docstring.py", line 30, in <module>
    from .generic import ModelOutput
  File "/home/hpc4090/miraj/AKS/AKS/llava/lib/python3.9/site-packages/transformers/utils/generic.py", line 465, in <module>
    _torch_pytree.register_pytree_node(
AttributeError: module 'torch.utils._pytree' has no attribute 'register_pytree_node'
